"","FID_bog","Geo_group","PLANT_COMM","SOURCE","AREA","PERIMETER","HECTARES","ALPINE_EVC","SHRUBBY","AreaBurnt_0","AreaBurnt_3","AreaBurnt_4","AreaBurnt_2","AreaBurnt_1","AreaBurnt_5","AreaMultiBurnt","PropMultiBurnt","MultiBurntBinary","TimesBurnt","Mean_elevation","Mean_slope","Exposure (5 = Lower; 6 = Higher)","Mean_annual_min_temp","Mean_annual_max_temp","Mean_annual_rainfall","Shape_Area","Aspect","ASPN","Exposure","PA_Ratio","PropTree","PropTreeBuffer","rain.anom.2019"
"652","648","Cobberas Unit","Wet alpine heath","Walsh - Map",5870.455373656,330.18310138247,0.5870455373656,"Wet Alpine Heathland","moderate",0,0,0,5870.45562014504,0,0,5870.45562014504,1,1,2,1606,19,6,1.5,11,1402,425.730799488111,90,90,"6",0.0562448873837259,1,0.853154928346272,10.083984375
"653","649","Cobberas Unit","Wet alpine heath","Walsh - Map",5249.444820642,352.97901413813,0.5249444820642,"Wet Alpine Heathland","tall",0,0,0,5249.44929719663,0,0,5249.44929719663,1,1,2,1338,20,6,2,13,1335,100.000000223517,206,154,"6",0.0672412085845987,1,0.999998414311937,10.083984375
"654","650","Cobberas Unit","Wet alpine heath","Walsh - Map",7306.392474428,364.0262721092,0.7306392474428,"Wet Alpine Heathland","moderate",0,0,0,0,7306.39789962715,0,0,0,0,1,1461,10,6,1,10,1306,667.374309216348,241,119,"6",0.0498229835562863,1,0.999998116577314,7.56347703933716
"655","651","Cobberas Unit","Wet alpine heath","Walsh - Map",4444.408375422,252.68787137835,0.4444408375422,"Wet Alpine Heathland","tall",0,0,0,0,4444.41466545279,0,0,0,0,1,1424,14,6,0,9,1306,420.355303500417,319,41,"6",0.0568552324704764,1,0.999998800486808,7.56347608566284
"656","652","Cobberas Unit","Wet alpine heath","Walsh - Map",4254.001601234,253.71369856658,0.4254001601234,"Wet Alpine Heathland","tall",0,0,0,0,4253.99802197411,0,0,0,0,1,1442,7,6,0,9,1306,400.000000223517,313,47,"6",0.0596411854882666,1,0.999998916751618,7.56347703933716
"657","653","Cobberas Unit","Wet alpine heath","Walsh - Map",24372.27293855,1090.51570321897,2.437227293855,"Wet Alpine Heathland","moderate",0,0,0,0,24372.2830051487,0,0,0,0,1,1462,8,6,0,9,1306,2309.77679546541,358,2,"6",0.044744111719432,1,0.974248639267738,7.5634765625
"658","654","Cobberas Unit","Wet alpine heath","Walsh - Map",2640.552557357,217.35933012257,0.2640552557357,"Wet Alpine Heathland","moderate",0,0,0,0,2640.54964137416,0,0,0,0,1,1446,7,6,0,9,1306,1109.10682636084,12,12,"6",0.0823158507172949,1,0.999999259706275,7.5634765625
"659","655","Cobberas Unit","Wet alpine heath","Walsh - Map",30277.554529086,1144.3202585438,3.0277554529086,"Wet Alpine Heathland","moderate",0,0,0,0,30277.5446805025,0,0,0,0,1,1531,9,6,0.5,9.5,1306,1656.33898263044,344,16,"6",0.037794342255895,1,0.974627923368583,7.5634765625
"660","656","Cobberas Unit","Wet alpine heath","Walsh - Map",5327.686337221,399.71499977929,0.5327686337221,"Wet Alpine Heathland","moderate",0,0,0,0,5327.68558827979,0,0,0,0,1,1536,10,6,0,9,1306,1328.62279679416,133,133,"6",0.0750260008714753,1,0.999998698779037,7.5634765625
"661","657","Cobberas Unit","Wet alpine heath","Walsh - Map",24329.354247898,1124.01157213614,2.4329354247898,"Wet Alpine Heathland","moderate",0,0,0,24329.3615918134,0,0,24329.3615918134,1,1,2,1551,11,6,2,13,1137,2099.86153761489,313,47,"6",0.0461998111698033,1,0.999994532637004,10.083984375
"662","658","Cobberas Unit","Wet alpine heath","Walsh - Map",5381.225164227,351.22471718263,0.5381225164227,"Wet Alpine Heathland","tall",0,0,0,95.3153610517876,5285.90831285925,0,95.3153610517876,0.0177125811576818,1,2,1569,22,6,1,12,1402,300.000000223517,218,142,"6",0.0652685413569909,1,0.999998398134495,10.083984375
"663","659","Cobberas Unit","Wet alpine heath","Walsh - Map",9116.809923381,482.60700873227,0.9116809923381,"Wet Alpine Heathland","moderate",0,0,0,9116.80997703373,0,0,9116.80997703373,1,1,2,1564,11,6,1,12,1402,300.000000447035,259,101,"6",0.052935951587032,1,0.999997415703738,10.083984375
"664","660","Cobberas Unit","Wet alpine heath","Walsh - Map",16850.999373823,709.83348469991,1.6850999373823,"Wet Alpine Heathland","moderate",0,0,0,16851.0029048861,0,0,16851.0029048861,1,1,2,1485,9,6,2,13,1137,815.599273793024,313,47,"6",0.0421241179204239,1,0.999995534371917,10.083984375
"665","661","Cobberas Unit","Wet alpine heath","Walsh - Map",7244.559553668,406.79791737684,0.7244559553668,"Wet Alpine Heathland","tall",0,0,0,1490.23710082091,5754.32937769495,0,1490.23710082091,0.205704110141068,1,2,1205,12,6,1.66666666666667,11,1143,399.999999925494,34,34,"6",0.0561521945348456,1,0.877475792996618,7.5634765625
"666","662","Cobberas Unit","Wet alpine heath","Walsh - Map",2055.167349219,174.21662925372,0.2055167349219,"Wet Alpine Heathland","moderate",0,0,0,0,2055.16812535863,0,0,0,0,1,1204,12,6,1.66666666666667,12.3333333333333,1074,622.029355413957,277,83,"6",0.084770045281191,1,0.735009057185297,7.5634765625
"667","663","Cobberas Unit","Wet alpine heath","Walsh - Map",8751.980352126,373.3691168771,0.8751980352126,"Wet Alpine Heathland","moderate",0,0,0,0,8751.98340348458,0,0,0,0,1,1243,6,6,1,12,1074,1490.39403271032,358,2,"6",0.0426611009000269,1,0.74178442125833,7.5634765625
"668","664","Cobberas Unit","Wet alpine heath","Walsh - Map",25033.731871493,1463.39358566465,2.5033731871493,"Wet Alpine Heathland","moderate",0,0,0,0,25033.7292219176,0,0,0,0,1,1418,14,6,1,10,1143,1285.48330944168,43,43,"6",0.0584568690428086,1,0.999995241532223,7.5634765625
"669","665","Cobberas Unit","Wet alpine heath","Walsh - Map",7909.074932575,396.92226928521,0.7909074932575,"Wet Alpine Heathland","moderate",0,0,0,0,7909.07448278641,0,0,0,0,1,1428,10,6,1,10,1143,294.472256055983,69,69,"6",0.0501856756534714,1,0.999998016655671,7.56347703933716
"670","666","Cobberas Unit","Bogs","Walsh - Map",7820.457284832,374.26005586375,0.7820457284832,"Alpine Peatland","moderate",0,0,0,0,7820.45668646862,0,0,0,0,1,1400,11,6,1,10,1143,1514.51669055832,43,43,"6",0.0478565437074425,1,0.999998005210078,7.5634765625
"671","667","Cobberas Unit","Wet alpine heath","Walsh - Map",2712.30937317,195.79890818227,0.271230937317,"Wet Alpine Heathland","tall",0,0,0,0,2712.30933751507,0,0,0,0,1,1390,18,6,1,10,1143,297.303237027169,62,62,"6",0.0721890025227583,1,0.999999256985271,7.5634765625
"672","668","Cobberas Unit","Wet alpine heath","Walsh - Map",5873.085992023,316.13327044702,0.5873085992023,"Wet Alpine Heathland","moderate",0,0,0,0,5873.08730567142,0,0,0,0,1,1496,13,6,1,10,1143,533.428126469543,34,34,"6",0.0538274547446439,1,0.999998436711231,7.5634765625
"673","669","Cobberas Unit","Wet alpine heath","Walsh - Map",3978.684651876,243.70105118159,0.3978684651876,"Wet Alpine Heathland","tall",0,0,0,3978.68682290484,0,0,3978.68682290484,1,1,2,1494,16,6,1,11,1143,508.665924231248,348,12,"6",0.0612516629250026,1,0.999998905530768,7.5634765625
"674","670","Cobberas Unit","Wet alpine heath","Walsh - Map",5498.220831022,324.33609434822,0.5498220831022,"Wet Alpine Heathland","tall",0,0,0,5498.22186400219,0,0,5498.22186400219,1,1,2,1558,15,6,1,11,1143,1913.218866058,294,66,"6",0.0589892811358639,1,0.999998540140787,7.5634765625
"675","671","Cobberas Unit","Wet alpine heath","Walsh - Map",2401.768403232,195.54456829803,0.2401768403232,"Wet Alpine Heathland","tall",0,0,0,2401.7682064118,0,0,2401.7682064118,1,1,2,1335,7,6,1,11,1143,1424.97765114503,313,47,"6",0.0814169126527314,1,0.99999930848462,7.5634765625
"676","672","Cobberas Unit","Wet alpine heath","Walsh - Map",11433.481082112,546.74434897602,1.1433481082112,"Wet Alpine Heathland","moderate",0,0,0,11433.4844301615,0,0,11433.4844301615,1,1,2,1394,10,6,1,10,1306,1075.12998163739,294,66,"6",0.0478195874947847,1,0.999997166289958,7.5634765625
"677","673","Cobberas Unit","Wet alpine heath","Walsh - Map",3947.016560115,343.74506731343,0.3947016560115,"Wet Alpine Heathland","tall",0,0,0,109.253827127747,3837.75990215766,0,109.253827127747,0.0276801234100411,1,2,1334,8,6,1,9,1306,323.51410407573,358,2,"6",0.087089846743236,1,0.999999037457324,7.5634765625
"678","674","Cobberas Unit","Wet alpine heath","Walsh - Map",6126.745042548,361.33701438023,0.6126745042548,"Wet Alpine Heathland","moderate",0,0,0,6126.74152436034,0,0,6126.74152436034,1,1,2,1518,11,6,1,10,1306,246.211856642142,289,71,"6",0.0589769954308327,1,0.999998383788145,7.5634765625
"679","675","Cobberas Unit","Wet alpine heath","Walsh - Map",25372.235533014,804.6481452109,2.5372235533014,"Wet Alpine Heathland","moderate",0,0,0,25372.2382365135,0,0,25372.2382365135,1,1,2,1427,13,6,1,10,1306,2000.00000007451,268,92,"6",0.0317137267689283,1,0.999994478616108,7.5634765625
"680","676","Cobberas Unit","Wet alpine heath","Walsh - Map",6375.100906844,385.2139105517,0.6375100906844,"Wet Alpine Heathland","moderate",0,0,0,0,6375.10310783156,0,0,0,0,1,1469,8,6,1,10,1306,500.000000074506,268,92,"6",0.0604247550243719,1,0.999998358011701,7.5634765625
"681","677","Cobberas Unit","Wet alpine heath","Walsh - Map",7246.424206331,351.17071673555,0.7246424206331,"Wet Alpine Heathland","moderate",0,0,0,0,7246.42757555124,0,0,0,0,1,1488,8,6,1,10,1306,579.842028186062,294,66,"6",0.0484612419500285,1,0.99999812838364,7.56347608566284
"682","678","Cobberas Unit","Wet alpine heath","Walsh - Map",6471.78186816,361.68144087394,0.647178186816,"Wet Alpine Heathland","moderate",0,0,0,0,6471.77889925826,0,0,0,0,1,1433,6,6,1,10,1306,1288.40855385823,268,92,"6",0.0558859133762446,1,0.999998343914999,7.5634765625
"683","679","Cobberas Unit","Wet alpine heath","Walsh - Map",1680.712093331,155.20638795078,0.1680712093331,"Wet Alpine Heathland","moderate",0,0,0,0,1680.71299392513,0,0,0,0,1,1422,7,6,1,10,1306,535.500385987151,268,92,"6",0.0923456126522995,1,0.999999537774333,7.56347608566284
"684","680","Cobberas Unit","Wet alpine heath","Walsh - Map",4411.785263145,274.19829591724,0.4411785263145,"Wet Alpine Heathland","tall",0,0,0,0,4411.7866348076,0,0,0,0,1,1467,8,6,1,10,1306,514.526047008195,294,66,"6",0.0621513241380597,1,0.999998839970129,7.5634765625
"685","681","Cobberas Unit","Wet alpine heath","Walsh - Map",5538.73330963,295.010755272,0.553873330963,"Wet Alpine Heathland","moderate",0,0,0,0,5538.73741591617,0,0,0,0,1,1414,5,6,1,10,1306,699.99999973923,313,47,"6",0.053263217197888,1,0.999998532563549,7.5634765625
"686","682","Cobberas Unit","Wet alpine heath","Walsh - Map",4243.816064224,267.31833516593,0.4243816064224,"Wet Alpine Heathland","tall",0,0,0,4243.81547586137,0,0,4243.81547586137,1,1,2,1410,10,6,1,9,1306,1644.11907721543,358,2,"6",0.0629900851310365,1,0.999998963030829,7.56347608566284
"687","683","Cobberas Unit","Wet alpine heath","Walsh - Map",3582.715929165,257.01225770135,0.3582715929165,"Wet Alpine Heathland","tall",0,0,0,3582.71487230307,0,0,3582.71487230307,1,1,2,1353,20,6,1,12,847,296.527269414499,15,15,"6",0.071736711138371,1,0.999999109283322,6.72265625
"688","684","Cobberas Unit","Wet alpine heath","Walsh - Map",1638.919845998,170.04999053194,0.1638919845998,"Wet Alpine Heathland","tall",0,0,0,1638.92094550183,0,0,1638.92094550183,1,1,2,1373,11,6,1,10,1306,150.75302395873,175,175,"6",0.103757356375406,1,0.999999518534164,7.5634765625
"689","685","Cobberas Unit","Wet alpine heath","Walsh - Map",1547.836268274,158.78380195184,0.1547836268274,"Wet Alpine Heathland","tall",0,0,0,1547.83345488238,0,0,1547.83345488238,1,1,2,1372,12,6,1,12,847,100.000000074506,331,29,"6",0.102584365805629,1,0.99999956162267,6.72265625
"690","686","Cobberas Unit","Wet alpine heath","Walsh - Map",8220.77675936,591.44149767496,0.822077675936,"Wet Alpine Heathland","tall",0,0,0,8220.77859585342,0,0,8220.77859585342,1,1,2,1344,8,6,1,10,1306,727.109895297502,313,47,"6",0.0719447218903685,1,0.999998014833145,7.56347703933716
"691","687","Cobberas Unit","Wet alpine heath","Walsh - Map",4784.832008958,335.81994611243,0.4784832008958,"Wet Alpine Heathland","tall",0,0,0,4784.83496456016,0,0,4784.83496456016,1,1,2,1329,6,6,1,10,1306,399.999999813735,268,92,"6",0.0701842709386075,1,0.999998720692884,7.56347608566284
"692","688","Cobberas Unit","Wet alpine heath","Walsh - Map",3323.971644789,250.66421546704,0.3323971644789,"Wet Alpine Heathland","tall",0,0,0,3323.97043665278,0,0,3323.97043665278,1,1,2,1346,6,6,1,10,1306,510.263452634535,313,47,"6",0.0754110570888916,1,0.999999048073292,7.56347703933716
"693","689","Cobberas Unit","Wet alpine heath","Walsh - Map",2620.449482426,218.43491245837,0.2620449482426,"Wet Alpine Heathland","tall",0,0,0,2620.44839462658,0,0,2620.44839462658,1,1,2,1342,7,6,1,10,1306,556.616211937855,268,92,"6",0.0833578032789031,1,0.999999230437094,7.5634765625
"694","690","Cobberas Unit","Wet alpine heath","Walsh - Map",5546.393853053,355.81541068713,0.5546393853053,"Wet Alpine Heathland","tall",0,0,0,0,5546.39282415874,0,0,0,0,1,1401,7,6,0,9,1306,491.675849290671,358,2,"6",0.0641525683379431,1,0.999998663075469,7.5634765625
"695","691","Cobberas Unit","Wet alpine heath","Walsh - Map",9583.645138502,477.48569612713,0.9583645138502,"Wet Alpine Heathland","moderate",0,0,0,0,9583.64021806008,0,0,0,0,1,1459,11,6,0,9,1306,4058.12621468989,358,2,"6",0.0498229733286812,1,0.999997687581382,7.5634765625
"696","692","Cobberas Unit","Wet alpine heath","Walsh - Map",19617.842457503,650.24544719976,1.9617842457503,"Wet Alpine Heathland","moderate",0,0,0,0,19617.8399163095,0,0,0,0,1,1480,8,6,0,9,1306,1374.26661557821,358,2,"6",0.033145614692765,1,0.971148790283749,7.5634765625
"697","693","Cobberas Unit","Wet alpine heath","Walsh - Map",12311.815180659,514.45644161902,1.2311815180659,"Wet Alpine Heathland","moderate",0,0,0,0,12311.8156222168,0,0,0,0,1,1502,11,6,0.5,9,1306,3741.44106093824,358,2,"6",0.0417855884018788,1,0.969220140211392,7.5634765625
"698","694","Cobberas Unit","Wet alpine heath","Walsh - Map",9192.14128422,485.5747149027,0.919214128422,"Wet Alpine Heathland","moderate",0,0,0,0,9192.14328938072,0,0,0,0,1,1553,7,6,1,10,1306,957.399638503171,88,88,"6",0.0528249838518342,1,0.969007974255672,7.5634765625
"699","695","Cobberas Unit","Wet alpine heath","Walsh - Map",1649.095236436,170.72360186735,0.1649095236436,"Wet Alpine Heathland","tall",0,0,0,0,1649.09720564759,0,0,0,0,1,1619,14,6,0,10,1306,408.076523177218,313,47,"6",0.103525617014282,1,0.999999548992529,7.5634765625
"700","696","Cobberas Unit","Wet alpine heath","Walsh - Map",4898.408388019,362.74805838035,0.4898408388019,"Wet Alpine Heathland","moderate",0,0,0,0,4898.41261715799,0,0,0,0,1,1675,12,6,0,9.5,1306,468.989604603834,279,81,"6",0.0740542702130746,1,0.999470043488304,7.5634765625
"701","697","Cobberas Unit","Wet alpine heath","Walsh - Map",2647.96981018,236.66163894953,0.264796981018,"Wet Alpine Heathland","moderate",0,0,0,0,2647.97065110505,0,0,0,0,1,1522,11,6,0,9,1306,236.875155854559,151,151,"6",0.0893747496816977,1,0.999999276987696,7.5634765625
"702","698","Cobberas Unit","Wet alpine heath","Walsh - Map",3142.638762906,251.67080524433,0.3142638762906,"Wet Alpine Heathland","moderate",0,0,0,0,3142.63873857231,0,0,0,0,1,1273,8,6,1,12,847,410.693842062565,325,35,"6",0.0800826389004411,1,0.999999224349778,6.72265625
"703","699","Cobberas Unit","Bogs","Walsh - Map",3276.17072463,238.41709540944,0.327617072463,"Alpine Peatland","moderate",0,0,0,0,3276.17077090414,0,0,0,0,1,1523,9,6,0,9,1306,449.713807331897,133,133,"6",0.072773098671885,1,0.999999107649518,7.56347608566284
"704","700","Cobberas Unit","Wet alpine heath","Walsh - Map",9843.472424731,506.09082533323,0.9843472424731,"Wet Alpine Heathland","moderate",0,0,0,0,9843.47200561592,0,0,0,0,1,1523,9,6,0,9,1306,371.823030292418,114,114,"6",0.0514138510777674,1,0.999997692268567,7.5634765625
"705","701","Cobberas Unit","Wet alpine heath","Walsh - Map",41446.157364637,1929.20273174242,4.1446157364637,"Wet Alpine Heathland","tall",0,0,0,0,41446.1522688723,0,0,0,0,1,1455,14,6,0,9,1306,1705.97759467479,133,133,"6",0.0465472037556965,1,0.982487184417146,7.5634765625
"706","702","Cobberas Unit","Wet alpine heath","Walsh - Map",2598.226651132,204.54881341621,0.2598226651132,"Wet Alpine Heathland","tall",0,0,0,0,2598.2245641368,0,0,0,0,1,1274,26,6,0,9,1306,311.15341104022,178,178,"6",0.0787263164001077,1,0.970555195896364,7.5634765625
"707","703","Cobberas Unit","Wet alpine heath","Walsh - Map",2734.593139023,236.03584339125,0.2734593139023,"Wet Alpine Heathland","tall",0,0,0,0,2734.58893859633,0,0,0,0,1,1258,36,6,0,9,1306,221.150670273671,117,117,"6",0.0863147939717203,0.431129585633091,0.972819644551506,7.5634765625
"708","704","Cobberas Unit","Wet alpine heath","Walsh - Map",14592.137825117,562.09167059562,1.4592137825117,"Wet Alpine Heathland","moderate",0,0,0,0,14592.1438485111,0,0,0,0,1,1505,10,6,1,10,1306,2167.89215878638,223,137,"6",0.0385201728034743,1,0.999996611613365,7.56347703933716
"709","705","Cobberas Unit","Wet alpine heath","Walsh - Map",9675.936798193,611.83144396347,0.9675936798193,"Wet Alpine Heathland","moderate",0,0,0,0,9675.93090988889,0,0,0,0,1,1462,8,6,1,10,1306,1455.52502937452,223,137,"6",0.0632322695697775,1,0.999997642042168,7.5634765625
"710","706","Cobberas Unit","Wet alpine heath","Walsh - Map",3394.155590087,232.57334502423,0.3394155590087,"Wet Alpine Heathland","moderate",0,0,0,0,3394.15331156639,0,0,0,0,1,1313,10,6,1,12,916,1070.41874214056,344,16,"6",0.0685217099957014,1,0.999999105432572,7.5634765625
"711","707","Cobberas Unit","Wet alpine heath","Walsh - Map",921.783483714,121.05349740499,0.0921783483714,"Wet Alpine Heathland","moderate",0,0,0,0,921.783409343798,0,0,0,0,1,1340,8,6,1,12,916,319.66225229661,358,2,"6",0.131325305284542,1,0.999999735979662,7.5634765625
"712","708","Cobberas Unit","Wet alpine heath","Walsh - Map",1186.42979819,133.16486685656,0.118642979819,"Wet Alpine Heathland","moderate",0,0,0,0,1186.42986002724,0,0,0,0,1,1342,11,6,1,12,916,519.638376104033,358,2,"6",0.112239988459253,1,0.99999969483953,7.5634765625
"713","709","Cobberas Unit","Wet alpine heath","Walsh - Map",1038.205649376,128.03129885557,0.1038205649376,"Wet Alpine Heathland","moderate",0,0,0,0,1038.20491023583,0,0,0,0,1,1341,8,6,1,12,916,507.700178650993,358,2,"6",0.123319786337631,1,0.999999736871454,7.5634765625
"714","710","Cobberas Unit","Wet alpine heath","Walsh - Map",2582.206233054,205.9267794169,0.2582206233054,"Wet Alpine Heathland","moderate",0,0,0,0,2582.20428646465,0,0,0,0,1,1344,8,6,1,12,916,790.604777674304,358,2,"6",0.0797483860045324,1,0.999999362158738,7.5634765625
"715","711","Cobberas Unit","Wet alpine heath","Walsh - Map",23030.554967985,978.68792561127,2.3030554967985,"Wet Alpine Heathland","moderate",0,0,0,0,23030.5575556089,0,0,0,0,1,1257,5,6,2,12,1002,794.82224864869,358,2,"6",0.0424951950559487,1,0.999648015555919,10.083984375
"716","712","Cobberas Unit","Wet alpine heath","Walsh - Map",6935.709035732,413.25683395203,0.6935709035732,"Wet Alpine Heathland","moderate",0,0,0,0,6935.70507915078,0,0,0,0,1,1256,4,6,2,12.6666666666667,1001.66666666667,1329.64639478516,313,47,"6",0.0595839346522435,1,0.999997643239521,9.08709239959717
"717","713","Bogong Unit","Wet alpine heath","Walsh - Map",8861.960841596,654.63034397957,0.8861960841596,"Wet Alpine Heathland","moderate",0,0,0,1031.72926327384,7830.24467720469,0,1031.72926327384,0.116422060164412,1,2,1477,6,6,2.5,11,1249,1043.13885364898,88,88,"6",0.0738696949445868,1,0.916058479616861,1.6806640625
"718","714","Cobberas Unit","Wet alpine heath","Walsh - Map",12514.148478894,734.54863090072,1.2514148478894,"Wet Alpine Heathland","moderate",0,0,0,0,12514.1520049429,0,0,0,0,1,1449,10,6,1,10,1210,299.999999813735,88,88,"6",0.0586974520990852,1,0.999997410502567,7.5634765625
"719","715","Cobberas Unit","Wet alpine heath","Walsh - Map",5624.147335202,413.36707583316,0.5624147335202,"Wet Alpine Heathland","tall",0,0,0,5624.14084510301,0,0,5624.14084510301,1,1,2,1375,7,6,1,10,1210,394.932099265374,268,92,"6",0.0734986214258402,1,0.999998618188364,7.5634765625
"720","716","Cobberas Unit","Wet alpine heath","Walsh - Map",19557.207277164,721.76434054823,1.9557207277164,"Wet Alpine Heathland","moderate",0,0,0,0,19557.2128249005,0,0,0,0,1,1514,7,6,1,10,1210,2197.85558849769,358,2,"6",0.0369052866454506,1,0.9999955624989,7.5634765625
"721","717","Cobberas Unit","Bogs","Walsh - Map",3799.625196368,316.31468726887,0.3799625196368,"Alpine Peatland","moderate",0,0,0,0,3799.63067518091,0,0,0,0,1,1525,6,6,1,10,1210,1656.74011582322,133,133,"6",0.0832489182278373,1,0.999999034126803,7.5634765625
"722","718","Cobberas Unit","Wet alpine heath","Walsh - Map",2734.698086545,251.54734972635,0.2734698086545,"Wet Alpine Heathland","moderate",0,0,0,0,2734.69625476754,0,0,0,0,1,1502,5,6,1,10,1210,507.07035626408,133,133,"6",0.0919835907897801,1,0.999999286379811,7.5634765625
"723","719","Cobberas Unit","Wet alpine heath","Walsh - Map",2859.639160656,209.34705989887,0.2859639160656,"Wet Alpine Heathland","tall",0,0,0,0,2859.63856833779,0,0,0,0,1,1419,6,6,2,12,1026,367.626655337354,204,156,"6",0.0732075091078435,1,0.999999231636293,6.72265625
"724","720","Cobberas Unit","Wet alpine heath","Walsh - Map",3318.598123342,298.80470671201,0.3318598123342,"Wet Alpine Heathland","moderate",0,0,0,3318.59980548271,0,0,3318.59980548271,1,1,2,1433,10,6,2,13,1026,1186.00065133676,241,119,"6",0.0900394370171879,1,0.999999121334058,6.72265625
"725","721","Cobberas Unit","Wet alpine heath","Walsh - Map",1016.066802487,133.32352556791,0.1016066802487,"Wet Alpine Heathland","moderate",0,0,0,1016.06504163046,0,0,1016.06504163046,1,1,2,1354,9,6,2,13,1026,306.051195543626,223,137,"6",0.131215315018242,1,0.999999688701525,6.72265577316284
"726","722","Cobberas Unit","Wet alpine heath","Walsh - Map",2153.522433776,181.59803918017,0.2153522433776,"Wet Alpine Heathland","moderate",0,0,0,0,2153.5188632677,0,0,0,0,1,1526,7,6,1,11,1210,391.526016265454,156,156,"6",0.0843260494211592,1,0.999999423555554,7.5634765625
"727","723","Cobberas Unit","Wet alpine heath","Walsh - Map",17596.328062922,632.43301281817,1.7596328062922,"Wet Alpine Heathland","moderate",0,0,0,0,17596.326309953,0,0,0,0,1,1476,6,6,1,11,1210,4150.26134273076,178,178,"6",0.035941192421321,1,0.99999599186351,7.5634765625
"728","724","Cobberas Unit","Wet alpine heath","Walsh - Map",7513.295208424,425.5916520553,0.7513295208424,"Wet Alpine Heathland","moderate",0,0,0,7513.29344111581,0,0,7513.29344111581,1,1,2,1254,7,6,1,12,916,327.913948412763,114,114,"6",0.0566451390833308,1,0.999998241105304,7.56347703933716
"729","725","Cobberas Unit","Wet alpine heath","Walsh - Map",11405.434115997,482.51209947422,1.1405434115997,"Wet Alpine Heathland","moderate",0,0,0,11405.4319461524,0,0,11405.4319461524,1,1,2,1496,5,6,2,12,1102,1808.31334911919,358,2,"6",0.04230545672939,1,0.999996729398433,9.244140625
"730","726","Cobberas Unit","Wet alpine heath","Walsh - Map",44133.755226895,2032.85735273337,4.4133755226895,"Wet Alpine Heathland","moderate",0,0,0,44133.755699358,0,0,44133.755699358,1,1,2,1497,10,6,2,12.5,1138,5419.87076643483,223,137,"6",0.046061282170128,1,0.999990414800389,8.4033203125
"731","727","Cobberas Unit","Wet alpine heath","Walsh - Map",2590.648764506,209.5389532911,0.2590648764506,"Wet Alpine Heathland","moderate",0,0,0,2590.65018113625,0,0,2590.65018113625,1,1,2,1476,13,6,2,12.5,1138,398.13967588131,223,137,"6",0.0808828105770085,1,0.999999138518705,8.4033203125
"732","728","Cobberas Unit","Wet alpine heath","Walsh - Map",8664.467283279,422.01492590557,0.8664467283279,"Wet Alpine Heathland","moderate",0,0,0,8664.46817134978,0,0,8664.46817134978,1,1,2,1452,17,6,2,13,1138,236.327615709043,208,152,"6",0.0487063903767044,1,0.99999732172339,8.4033203125
"733","729","Cobberas Unit","Wet alpine heath","Walsh - Map",3089.365086757,230.45126454103,0.3089365086757,"Wet Alpine Heathland","tall",0,0,0,3089.36590327615,0,0,3089.36590327615,1,1,2,1478,10,6,2,13,1138,698.173690323546,223,137,"6",0.0745950245663395,1,0.999998951118009,8.4033203125
"734","730","Cobberas Unit","Wet alpine heath","Walsh - Map",9525.459077209,422.66224700548,0.9525459077209,"Wet Alpine Heathland","moderate",0,0,0,0,9525.46738207326,0,0,0,0,1,1469,6,6,1,11,1210,781.949185065495,61,61,"6",0.0443718505931918,1,0.999997619746126,7.5634765625
"735","731","Cobberas Unit","Wet alpine heath","Walsh - Map",4148.666324392,273.73823541923,0.4148666324392,"Wet Alpine Heathland","moderate",0,0,0,4148.67057876544,0,0,4148.67057876544,1,1,2,1288,12,6,1,12,916,729.352818522608,34,34,"6",0.0659822251333619,1,0.999998918137446,7.5634765625
"736","732","Cobberas Unit","Wet alpine heath","Walsh - Map",39280.340416484,1570.38739746498,3.9280340416484,"Wet Alpine Heathland","moderate",0,0,0,0,39280.3308055762,0,0,0,0,1,1408,5,6,2,12,1210,9396.18000126763,268,92,"6",0.0399789660887452,1,0.999993045176029,7.5634765625
"737","733","Cobberas Unit","Wet alpine heath","Walsh - Map",1943.826006919,176.60355901441,0.1943826006919,"Wet Alpine Heathland","moderate",0,0,0,0,1943.82457275505,0,0,0,0,1,1422,5,6,2,12,1210,480.166058748775,294,66,"6",0.090853583801119,1,0.999999452541909,7.5634765625
"738","734","Cobberas Unit","Wet alpine heath","Walsh - Map",4729.278270736,272.45898162572,0.4729278270736,"Wet Alpine Heathland","moderate",0,0,0,0,4729.27392254195,0,0,0,0,1,1425,6,6,2,12,1210,426.344504423813,313,47,"6",0.0576111123153086,1,0.999998784229758,7.5634765625
"739","735","Cobberas Unit","Wet alpine heath","Walsh - Map",41107.010243643,1658.98126550875,4.1107010243643,"Wet Alpine Heathland","moderate",0,0,0,0,41107.0082441294,0,0,0,0,1,1426,3,6,2,12.3333333333333,1148.66666666667,7721.01488147887,0,0,"6",0.0403576240567216,1,0.999993128457194,7.2942271232605
"740","736","Cobberas Unit","Wet alpine heath","Walsh - Map",7817.497907236,437.91872613458,0.7817497907236,"Wet Alpine Heathland","moderate",0,0,0,7817.49389882041,0,0,7817.49389882041,1,1,2,1327,6,6,2,13,1026,1598.74875847304,313,47,"6",0.0560177605841423,1,0.99999801893058,6.72265625
